stock,total_score,raw_momentum_6m,raw_momentum_3m,raw_momentum_1m,volatility_adjusted_6m,volatility_adjusted_3m,volatility_adjusted_1m,relative_strength_6m,relative_strength_3m,relative_strength_1m,trend_score,volume_score,calculated_at
STOCK1908,63.7678,-18.3355,20.9519,4.7664,-14.6684,16.7615,3.8132,19.1303,25.5071,19.1303,12.7536,6.3768,2025-09-08 04:37:29.941607
STOCK1909,22.331,-15.0429,-6.6967,11.0593,-12.0343,-5.3573,8.8474,6.6993,8.9324,6.6993,4.4662,2.2331,2025-09-08 04:37:29.941620
STOCK1910,95.8624,4.0182,15.1861,9.3304,3.2145,12.1489,7.4643,28.7587,38.345,28.7587,19.1725,9.5862,2025-09-08 04:37:29.941632
STOCK1911,12.7086,19.8195,10.5768,7.5608,15.8556,8.4615,6.0487,3.8126,5.0835,3.8126,2.5417,1.2709,2025-09-08 04:37:29.941645
STOCK1912,10.5278,-5.1701,16.4235,4.0271,-4.1361,13.1388,3.2217,3.1583,4.2111,3.1583,2.1056,1.0528,2025-09-08 04:37:29.941657
STOCK1913,75.6976,9.9217,8.0696,17.6988,7.9374,6.4557,14.159,22.7093,30.279,22.7093,15.1395,7.5698,2025-09-08 04:37:29.941670
STOCK1914,37.9159,15.8118,14.579,5.9223,12.6494,11.6632,4.7378,11.3748,15.1664,11.3748,7.5832,3.7916,2025-09-08 04:37:29.941682
STOCK1915,58.6002,0.3151,17.9111,-9.2322,0.2521,14.3289,-7.3857,17.5801,23.4401,17.5801,11.72,5.86,2025-09-08 04:37:29.941695
STOCK1916,95.3514,-11.7148,1.8434,-5.1216,-9.3719,1.4747,-4.0973,28.6054,38.1406,28.6054,19.0703,9.5351,2025-09-08 04:37:29.941708
STOCK1917,84.9752,4.9168,-9.7305,1.3503,3.9335,-7.7844,1.0802,25.4926,33.9901,25.4926,16.995,8.4975,2025-09-08 04:37:29.941720
STOCK1918,21.3565,10.0453,-13.2834,14.9703,8.0362,-10.6267,11.9762,6.4069,8.5426,6.4069,4.2713,2.1356,2025-09-08 04:37:29.941732
STOCK1919,62.325,22.8031,-5.8503,-1.0891,18.2425,-4.6802,-0.8713,18.6975,24.93,18.6975,12.465,6.2325,2025-09-08 04:37:29.941745
STOCK1920,5.4405,-0.9348,20.9805,15.5169,-0.7478,16.7844,12.4135,1.6321,2.1762,1.6321,1.0881,0.544,2025-09-08 04:37:29.941758
STOCK1921,18.8404,-0.8673,17.7083,9.0987,-0.6938,14.1667,7.279,5.6521,7.5361,5.6521,3.7681,1.884,2025-09-08 04:37:29.941770
STOCK1922,46.461,-13.0223,1.3509,19.944,-10.4179,1.0807,15.9552,13.9383,18.5844,13.9383,9.2922,4.6461,2025-09-08 04:37:29.941782
STOCK1923,67.3984,16.3575,6.2259,-8.3942,13.086,4.9808,-6.7154,20.2195,26.9594,20.2195,13.4797,6.7398,2025-09-08 04:37:29.941795
STOCK1924,62.5541,1.6854,-7.8867,17.4497,1.3483,-6.3094,13.9598,18.7662,25.0216,18.7662,12.5108,6.2554,2025-09-08 04:37:29.941808
STOCK1925,7.5862,-0.4069,-7.672,3.9479,-0.3255,-6.1376,3.1583,2.2759,3.0345,2.2759,1.5172,0.7586,2025-09-08 04:37:29.941821
STOCK1926,24.0409,16.5898,11.8522,5.4845,13.2718,9.4817,4.3876,7.2123,9.6164,7.2123,4.8082,2.4041,2025-09-08 04:37:29.941833
STOCK1927,24.5354,9.1852,1.3459,17.9531,7.3481,1.0767,14.3625,7.3606,9.8142,7.3606,4.9071,2.4535,2025-09-08 04:37:29.941846
STOCK1928,10.4653,-9.5652,5.5534,17.3933,-7.6522,4.4427,13.9146,3.1396,4.1861,3.1396,2.0931,1.0465,2025-09-08 04:37:29.941859
STOCK1929,81.0217,23.1762,-9.3754,18.0424,18.541,-7.5003,14.4339,24.3065,32.4087,24.3065,16.2043,8.1022,2025-09-08 04:37:29.941871
STOCK1930,78.7908,7.2734,5.834,7.1664,5.8187,4.6672,5.7331,23.6372,31.5163,23.6372,15.7582,7.8791,2025-09-08 04:37:29.941884
STOCK1931,25.2515,-10.2254,7.6383,15.5151,-8.1803,6.1106,12.4121,7.5755,10.1006,7.5755,5.0503,2.5252,2025-09-08 04:37:29.941897
STOCK1932,87.6059,-18.6725,-11.9382,6.3453,-14.938,-9.5506,5.0763,26.2818,35.0424,26.2818,17.5212,8.7606,2025-09-08 04:37:29.941909
STOCK1933,66.3903,-18.4429,-1.7502,-6.8629,-14.7543,-1.4001,-5.4903,19.9171,26.5561,19.9171,13.2781,6.639,2025-09-08 04:37:29.941922
STOCK1934,52.5396,22.3712,-9.551,15.0269,17.897,-7.6408,12.0215,15.7619,21.0159,15.7619,10.5079,5.254,2025-09-08 04:37:29.941935
STOCK1935,68.1528,-11.6861,18.3384,5.7323,-9.3489,14.6707,4.5858,20.4459,27.2611,20.4459,13.6306,6.8153,2025-09-08 04:37:29.941952
STOCK1936,78.8453,10.3364,1.178,-7.4484,8.2691,0.9424,-5.9587,23.6536,31.5381,23.6536,15.7691,7.8845,2025-09-08 04:37:29.941965
STOCK1937,59.2688,-17.026,23.4621,-0.1894,-13.6208,18.7697,-0.1515,17.7806,23.7075,17.7806,11.8538,5.9269,2025-09-08 04:37:29.941977
STOCK1938,56.1476,22.6211,1.0078,19.1455,18.0969,0.8062,15.3164,16.8443,22.4591,16.8443,11.2295,5.6148,2025-09-08 04:37:29.941993
STOCK1939,87.7566,11.1278,22.4853,11.6043,8.9022,17.9882,9.2834,26.327,35.1026,26.327,17.5513,8.7757,2025-09-08 04:37:29.942007
STOCK1940,42.6736,-12.505,-10.4635,-1.3054,-10.004,-8.3708,-1.0443,12.8021,17.0694,12.8021,8.5347,4.2674,2025-09-08 04:37:29.942020
STOCK1941,20.406,22.0639,11.0126,18.2067,17.6512,8.8101,14.5653,6.1218,8.1624,6.1218,4.0812,2.0406,2025-09-08 04:37:29.942033
STOCK1942,53.8602,-15.5488,2.0901,-5.4784,-12.439,1.6721,-4.3827,16.1581,21.5441,16.1581,10.772,5.386,2025-09-08 04:37:29.942050
STOCK1943,98.7429,-12.3784,-8.9822,16.4478,-9.9027,-7.1858,13.1582,29.6229,39.4971,29.6229,19.7486,9.8743,2025-09-08 04:37:29.942064
STOCK1944,10.0448,-3.478,5.9297,-2.0829,-2.7824,4.7437,-1.6663,3.0134,4.0179,3.0134,2.009,1.0045,2025-09-08 04:37:29.942076
STOCK1945,66.4639,9.3659,-9.6152,-5.2176,7.4927,-7.6921,-4.1741,19.9392,26.5855,19.9392,13.2928,6.6464,2025-09-08 04:37:29.942089
STOCK1946,79.6328,11.8605,11.3611,6.6526,9.4884,9.0889,5.3221,23.8898,31.8531,23.8898,15.9266,7.9633,2025-09-08 04:37:29.942101
STOCK1947,18.124,4.4851,-11.3306,16.6232,3.5881,-9.0645,13.2986,5.4372,7.2496,5.4372,3.6248,1.8124,2025-09-08 04:37:29.942114
STOCK1948,10.6675,-8.0779,19.2678,-0.9459,-6.4623,15.4142,-0.7568,3.2003,4.267,3.2003,2.1335,1.0668,2025-09-08 04:37:29.942127
STOCK1949,43.8903,1.0663,7.2281,0.6648,0.853,5.7825,0.5319,13.1671,17.5561,13.1671,8.7781,4.389,2025-09-08 04:37:29.942139
STOCK1950,9.4457,-6.5139,6.7623,-4.683,-5.2111,5.4099,-3.7464,2.8337,3.7783,2.8337,1.8891,0.9446,2025-09-08 04:37:29.942152
STOCK1951,69.3288,14.0504,19.0317,-2.2883,11.2404,15.2253,-1.8306,20.7986,27.7315,20.7986,13.8658,6.9329,2025-09-08 04:37:29.942164
STOCK1952,51.6959,-5.6041,2.2228,5.9868,-4.4833,1.7782,4.7895,15.5088,20.6784,15.5088,10.3392,5.1696,2025-09-08 04:37:29.942177
STOCK1953,74.7658,-11.3639,19.1003,5.1987,-9.0911,15.2802,4.159,22.4297,29.9063,22.4297,14.9532,7.4766,2025-09-08 04:37:29.942192
STOCK1954,21.2853,2.9813,-3.0669,9.4045,2.385,-2.4535,7.5236,6.3856,8.5141,6.3856,4.2571,2.1285,2025-09-08 04:37:29.942208
STOCK1955,98.0844,-8.1583,16.5614,-6.4922,-6.5266,13.2491,-5.1938,29.4253,39.2338,29.4253,19.6169,9.8084,2025-09-08 04:37:29.942223
STOCK1956,6.6381,-15.7616,21.7656,6.6402,-12.6093,17.4125,5.3122,1.9914,2.6552,1.9914,1.3276,0.6638,2025-09-08 04:37:29.942236
STOCK1957,28.3667,-14.4395,15.6942,13.3992,-11.5516,12.5554,10.7193,8.51,11.3467,8.51,5.6733,2.8367,2025-09-08 04:37:29.942249
STOCK1958,17.9603,7.1118,12.8638,6.8293,5.6894,10.2911,5.4635,5.3881,7.1841,5.3881,3.5921,1.796,2025-09-08 04:37:29.942262
STOCK1959,61.2106,-12.67,-6.8032,-2.6711,-10.136,-5.4426,-2.1369,18.3632,24.4842,18.3632,12.2421,6.1211,2025-09-08 04:37:29.942276
STOCK1960,23.7951,11.1757,6.8069,-8.589,8.9405,5.4456,-6.8712,7.1385,9.518,7.1385,4.759,2.3795,2025-09-08 04:37:29.942292
STOCK1961,72.8199,27.4145,-5.8123,-4.0628,21.9316,-4.6498,-3.2503,21.846,29.1279,21.846,14.564,7.282,2025-09-08 04:37:29.942305
STOCK1962,88.9539,-15.529,12.3527,-0.3464,-12.4232,9.8822,-0.2771,26.6862,35.5815,26.6862,17.7908,8.8954,2025-09-08 04:37:29.942320
STOCK1963,32.7252,22.4212,6.4456,18.256,17.937,5.1565,14.6048,9.8176,13.0901,9.8176,6.545,3.2725,2025-09-08 04:37:29.942336
STOCK1964,4.3931,22.9624,11.342,-7.3691,18.3699,9.0736,-5.8953,1.3179,1.7572,1.3179,0.8786,0.4393,2025-09-08 04:37:29.942351
STOCK1965,66.2581,-11.8426,1.5282,-8.8687,-9.474,1.2226,-7.095,19.8774,26.5032,19.8774,13.2516,6.6258,2025-09-08 04:37:29.942367
STOCK1966,8.4842,28.0214,16.623,6.2586,22.4171,13.2984,5.0069,2.5453,3.3937,2.5453,1.6968,0.8484,2025-09-08 04:37:29.942384
STOCK1967,62.2358,-2.0661,0.1511,14.6265,-1.6529,0.1209,11.7012,18.6707,24.8943,18.6707,12.4472,6.2236,2025-09-08 04:37:29.942397
STOCK1968,28.8176,22.7714,22.8605,9.0651,18.2171,18.2884,7.2521,8.6453,11.5271,8.6453,5.7635,2.8818,2025-09-08 04:37:29.942410
STOCK1969,66.4159,-18.3905,-10.4397,6.7991,-14.7124,-8.3518,5.4393,19.9248,26.5664,19.9248,13.2832,6.6416,2025-09-08 04:37:29.942423
STOCK1970,60.9382,16.108,10.4012,17.2185,12.8864,8.321,13.7748,18.2814,24.3753,18.2814,12.1876,6.0938,2025-09-08 04:37:29.942436
STOCK1971,43.9484,21.8853,-6.7268,-2.6083,17.5082,-5.3814,-2.0866,13.1845,17.5793,13.1845,8.7897,4.3948,2025-09-08 04:37:29.942449
STOCK1972,93.2837,-9.3484,-1.6682,9.9847,-7.4787,-1.3345,7.9877,27.9851,37.3135,27.9851,18.6567,9.3284,2025-09-08 04:37:29.942462
STOCK1973,85.6345,22.8319,9.6176,6.701,18.2655,7.6941,5.3608,25.6904,34.2538,25.6904,17.1269,8.5635,2025-09-08 04:37:29.942475
STOCK1974,9.9213,18.664,0.0387,-7.2947,14.9312,0.0309,-5.8358,2.9764,3.9685,2.9764,1.9843,0.9921,2025-09-08 04:37:29.942490
STOCK1975,52.0217,-15.7344,8.4304,-9.0608,-12.5875,6.7443,-7.2486,15.6065,20.8087,15.6065,10.4043,5.2022,2025-09-08 04:37:29.942507
STOCK1976,49.8658,-18.5259,-14.5087,12.111,-14.8207,-11.607,9.6888,14.9598,19.9463,14.9598,9.9732,4.9866,2025-09-08 04:37:29.942521
STOCK1977,7.0965,-19.3605,4.5755,18.0679,-15.4884,3.6604,14.4544,2.1289,2.8386,2.1289,1.4193,0.7096,2025-09-08 04:37:29.942533
STOCK1978,32.2469,-3.6993,-10.8203,13.9749,-2.9595,-8.6562,11.1799,9.6741,12.8988,9.6741,6.4494,3.2247,2025-09-08 04:37:29.942546
STOCK1979,24.9685,-5.988,5.1904,7.879,-4.7904,4.1524,6.3032,7.4906,9.9874,7.4906,4.9937,2.4969,2025-09-08 04:37:29.942559
STOCK1980,79.6024,13.1686,12.596,13.6801,10.5349,10.0768,10.9441,23.8807,31.841,23.8807,15.9205,7.9602,2025-09-08 04:37:29.942572
STOCK1981,10.4538,25.9296,14.0034,4.6674,20.7437,11.2027,3.7339,3.1362,4.1815,3.1362,2.0908,1.0454,2025-09-08 04:37:29.942587
STOCK1982,21.9252,13.8341,-8.1208,4.3879,11.0672,-6.4967,3.5103,6.5776,8.7701,6.5776,4.385,2.1925,2025-09-08 04:37:29.942603
STOCK1983,94.3866,-15.3208,9.7484,12.7934,-12.2567,7.7987,10.2347,28.316,37.7546,28.316,18.8773,9.4387,2025-09-08 04:37:29.942617
STOCK1984,35.6398,15.5272,11.793,0.9774,12.4217,9.4344,0.7819,10.692,14.2559,10.692,7.128,3.564,2025-09-08 04:37:29.942630
STOCK1985,97.5251,-10.9763,18.5897,-6.1439,-8.781,14.8718,-4.9152,29.2575,39.01,29.2575,19.505,9.7525,2025-09-08 04:37:29.942644
STOCK1986,34.8518,14.1552,10.2237,-1.302,11.3242,8.179,-1.0416,10.4555,13.9407,10.4555,6.9704,3.4852,2025-09-08 04:37:29.942656
STOCK1987,80.6824,-1.4907,15.5327,5.7404,-1.1926,12.4262,4.5923,24.2047,32.2729,24.2047,16.1365,8.0682,2025-09-08 04:37:29.942670
STOCK1988,10.6063,8.5317,5.5986,-6.2906,6.8254,4.4789,-5.0325,3.1819,4.2425,3.1819,2.1213,1.0606,2025-09-08 04:37:29.942682
STOCK1989,72.1048,-10.62,-5.3427,1.3544,-8.496,-4.2742,1.0835,21.6314,28.8419,21.6314,14.421,7.2105,2025-09-08 04:37:29.942695
STOCK1990,97.5528,-3.3771,2.6373,16.0666,-2.7017,2.1098,12.8533,29.2658,39.0211,29.2658,19.5106,9.7553,2025-09-08 04:37:29.942708
STOCK1991,7.2539,-15.6649,-13.405,14.7956,-12.5319,-10.724,11.8365,2.1762,2.9015,2.1762,1.4508,0.7254,2025-09-08 04:37:29.942721
STOCK1992,64.6828,-19.156,14.0504,9.0603,-15.3248,11.2403,7.2482,19.4048,25.8731,19.4048,12.9366,6.4683,2025-09-08 04:37:29.942734
STOCK1993,93.1064,8.8268,-13.797,-4.4812,7.0615,-11.0376,-3.585,27.9319,37.2426,27.9319,18.6213,9.3106,2025-09-08 04:37:29.942748
STOCK1994,28.0156,-0.3692,-3.5841,-6.9316,-0.2953,-2.8673,-5.5453,8.4047,11.2063,8.4047,5.6031,2.8016,2025-09-08 04:37:29.942761
STOCK1995,82.0528,-16.7608,10.0609,-3.9193,-13.4087,8.0488,-3.1355,24.6158,32.8211,24.6158,16.4106,8.2053,2025-09-08 04:37:29.942774
STOCK1996,68.8936,20.6517,14.3885,13.8441,16.5213,11.5108,11.0753,20.6681,27.5574,20.6681,13.7787,6.8894,2025-09-08 04:37:29.942787
STOCK1997,54.3059,24.8067,-14.7316,5.067,19.8453,-11.7853,4.0536,16.2918,21.7224,16.2918,10.8612,5.4306,2025-09-08 04:37:29.942800
STOCK1998,21.8608,13.1313,3.0606,-9.6082,10.505,2.4485,-7.6866,6.5582,8.7443,6.5582,4.3722,2.1861,2025-09-08 04:37:29.942813
STOCK1999,31.8213,10.4549,15.2163,19.478,8.3639,12.1731,15.5824,9.5464,12.7285,9.5464,6.3643,3.1821,2025-09-08 04:37:29.942826
STOCK2000,99.9989,11.1792,4.4175,7.775,8.9433,3.534,6.22,29.9997,39.9996,29.9997,19.9998,9.9999,2025-09-08 04:37:29.942839
STOCK2001,77.8702,-1.273,-1.6777,-8.1546,-1.0184,-1.3421,-6.5237,23.3611,31.1481,23.3611,15.574,7.787,2025-09-08 04:37:29.942855
STOCK2002,11.2429,27.9426,3.1933,9.6745,22.3541,2.5546,7.7396,3.3729,4.4972,3.3729,2.2486,1.1243,2025-09-08 04:37:29.942868
STOCK2003,41.4991,1.3277,6.5861,-0.6321,1.0622,5.2689,-0.5057,12.4497,16.5996,12.4497,8.2998,4.1499,2025-09-08 04:37:29.942881
STOCK2004,60.5264,4.1787,2.9123,-6.8593,3.343,2.3299,-5.4875,18.1579,24.2106,18.1579,12.1053,6.0526,2025-09-08 04:37:29.942894
STOCK2005,14.9124,24.3385,1.4685,4.2577,19.4708,1.1748,3.4062,4.4737,5.965,4.4737,2.9825,1.4912,2025-09-08 04:37:29.942908
STOCK2006,56.2287,19.5152,-12.7569,-2.8984,15.6122,-10.2055,-2.3187,16.8686,22.4915,16.8686,11.2457,5.6229,2025-09-08 04:37:29.942921
STOCK2007,27.4648,22.5833,-1.4211,-0.534,18.0667,-1.1369,-0.4272,8.2395,10.9859,8.2395,5.493,2.7465,2025-09-08 04:37:29.942934
STOCK2008,71.2394,-8.4644,-13.3087,-6.3859,-6.7715,-10.647,-5.1087,21.3718,28.4958,21.3718,14.2479,7.1239,2025-09-08 04:37:29.942947
STOCK2009,23.022,-1.2111,-5.9477,8.1642,-0.9689,-4.7581,6.5313,6.9066,9.2088,6.9066,4.6044,2.3022,2025-09-08 04:37:29.942960
STOCK2010,1.9033,0.9553,12.7215,16.6993,0.7643,10.1772,13.3594,0.571,0.7613,0.571,0.3807,0.1903,2025-09-08 04:37:29.942973
STOCK2011,87.9049,-5.0346,-6.7535,12.7705,-4.0277,-5.4028,10.2164,26.3715,35.162,26.3715,17.581,8.7905,2025-09-08 04:37:29.942986
STOCK2012,73.1078,-13.3547,-4.6111,17.9404,-10.6838,-3.6889,14.3523,21.9323,29.2431,21.9323,14.6216,7.3108,2025-09-08 04:37:29.942998
STOCK2013,66.4128,-8.9513,2.289,9.6717,-7.1611,1.8312,7.7374,19.9238,26.5651,19.9238,13.2826,6.6413,2025-09-08 04:37:29.943022
STOCK2014,42.4739,18.3375,24.2987,1.7291,14.67,19.439,1.3833,12.7422,16.9896,12.7422,8.4948,4.2474,2025-09-08 04:37:29.943037
STOCK2015,77.3923,-1.8358,23.8693,-5.1992,-1.4686,19.0954,-4.1594,23.2177,30.9569,23.2177,15.4785,7.7392,2025-09-08 04:37:29.943050
STOCK2016,42.3031,25.8893,21.0003,7.9746,20.7114,16.8003,6.3797,12.6909,16.9212,12.6909,8.4606,4.2303,2025-09-08 04:37:29.943062
STOCK2017,92.994,17.214,-5.4586,8.6493,13.7712,-4.3669,6.9194,27.8982,37.1976,27.8982,18.5988,9.2994,2025-09-08 04:37:29.943075
STOCK2018,80.3786,-13.205,18.7316,-1.7794,-10.564,14.9853,-1.4235,24.1136,32.1514,24.1136,16.0757,8.0379,2025-09-08 04:37:29.943091
STOCK2019,78.0967,6.3683,-6.6932,9.375,5.0946,-5.3545,7.5,23.429,31.2387,23.429,15.6193,7.8097,2025-09-08 04:37:29.943105
STOCK2020,92.5607,1.3695,15.5401,17.0607,1.0956,12.4321,13.6486,27.7682,37.0243,27.7682,18.5121,9.2561,2025-09-08 04:37:29.943118
STOCK2021,34.7864,27.2559,-13.9994,-7.8037,21.8047,-11.1995,-6.243,10.4359,13.9146,10.4359,6.9573,3.4786,2025-09-08 04:37:29.943131
STOCK2022,73.8623,29.1693,-13.8787,4.8484,23.3355,-11.1029,3.8787,22.1587,29.5449,22.1587,14.7725,7.3862,2025-09-08 04:37:29.943144
STOCK2023,44.5764,22.3572,3.478,4.5927,17.8857,2.7824,3.6741,13.3729,17.8305,13.3729,8.9153,4.4576,2025-09-08 04:37:29.943156
STOCK2024,26.4623,7.2439,11.3714,16.5574,5.7951,9.0971,13.246,7.9387,10.5849,7.9387,5.2925,2.6462,2025-09-08 04:37:29.943169
STOCK2025,96.234,21.6812,6.1249,-0.8204,17.3449,4.8999,-0.6563,28.8702,38.4936,28.8702,19.2468,9.6234,2025-09-08 04:37:29.943182
STOCK2026,7.1296,0.3021,-2.983,1.1584,0.2417,-2.3864,0.9267,2.1389,2.8518,2.1389,1.4259,0.713,2025-09-08 04:37:29.943194
STOCK2027,11.8198,-14.8553,15.3279,-9.4641,-11.8842,12.2623,-7.5713,3.5459,4.7279,3.5459,2.364,1.182,2025-09-08 04:37:29.943207
STOCK2028,26.3043,24.07,6.2628,-1.3863,19.256,5.0102,-1.1091,7.8913,10.5217,7.8913,5.2609,2.6304,2025-09-08 04:37:29.943220
STOCK2029,80.9146,-9.6776,18.5926,5.2816,-7.7421,14.8741,4.2253,24.2744,32.3658,24.2744,16.1829,8.0915,2025-09-08 04:37:29.943236
STOCK2030,8.3298,-17.928,4.629,-3.1311,-14.3424,3.7032,-2.5049,2.4989,3.3319,2.4989,1.666,0.833,2025-09-08 04:37:29.943253
STOCK2031,59.199,-15.3054,12.2271,-0.0078,-12.2444,9.7817,-0.0062,17.7597,23.6796,17.7597,11.8398,5.9199,2025-09-08 04:37:29.943266
STOCK2032,68.3482,-4.0421,5.2508,16.3912,-3.2337,4.2006,13.113,20.5045,27.3393,20.5045,13.6696,6.8348,2025-09-08 04:37:29.943279
STOCK2033,53.1053,17.4809,16.2283,9.0797,13.9847,12.9827,7.2638,15.9316,21.2421,15.9316,10.6211,5.3105,2025-09-08 04:37:29.943295
STOCK2034,28.311,1.5593,-6.4347,14.7713,1.2474,-5.1478,11.8171,8.4933,11.3244,8.4933,5.6622,2.8311,2025-09-08 04:37:29.943308
STOCK2035,44.7805,22.4953,9.4439,15.2467,17.9962,7.5551,12.1974,13.4341,17.9122,13.4341,8.9561,4.478,2025-09-08 04:37:29.943322
STOCK2036,90.4236,-12.8942,6.722,6.7748,-10.3154,5.3776,5.4198,27.1271,36.1694,27.1271,18.0847,9.0424,2025-09-08 04:37:29.943335
STOCK2037,96.8819,-18.5278,20.2403,1.0586,-14.8222,16.1922,0.8469,29.0646,38.7528,29.0646,19.3764,9.6882,2025-09-08 04:37:29.943348
STOCK2038,41.9629,5.419,9.9249,-8.5507,4.3352,7.9399,-6.8406,12.5889,16.7852,12.5889,8.3926,4.1963,2025-09-08 04:37:29.943361
STOCK2039,56.9753,10.7721,-8.1813,18.5953,8.6177,-6.545,14.8762,17.0926,22.7901,17.0926,11.3951,5.6975,2025-09-08 04:37:29.943377
STOCK2040,53.7147,-14.9672,-6.2746,16.7563,-11.9738,-5.0197,13.405,16.1144,21.4859,16.1144,10.7429,5.3715,2025-09-08 04:37:29.943390
STOCK2041,43.5991,22.7792,16.0023,12.0213,18.2234,12.8018,9.6171,13.0797,17.4396,13.0797,8.7198,4.3599,2025-09-08 04:37:29.943403
STOCK2042,28.9783,0.4833,8.1375,-4.2956,0.3866,6.51,-3.4365,8.6935,11.5913,8.6935,5.7957,2.8978,2025-09-08 04:37:29.943416
STOCK2043,99.5544,8.7957,-6.6533,2.4107,7.0366,-5.3227,1.9285,29.8663,39.8217,29.8663,19.9109,9.9554,2025-09-08 04:37:29.943428
STOCK2044,36.1914,17.116,-2.0121,4.1315,13.6928,-1.6097,3.3052,10.8574,14.4766,10.8574,7.2383,3.6191,2025-09-08 04:37:29.943441
STOCK2045,90.5967,14.2912,-12.6161,-9.0231,11.433,-10.0929,-7.2185,27.179,36.2387,27.179,18.1193,9.0597,2025-09-08 04:37:29.943454
STOCK2046,92.317,13.1445,12.5447,-5.7222,10.5156,10.0357,-4.5778,27.6951,36.9268,27.6951,18.4634,9.2317,2025-09-08 04:37:29.943467
STOCK2047,86.282,-15.6988,4.97,16.4054,-12.5591,3.976,13.1243,25.8846,34.5128,25.8846,17.2564,8.6282,2025-09-08 04:37:29.943480
STOCK2048,75.506,22.1099,19.3961,-1.0517,17.6879,15.5169,-0.8414,22.6518,30.2024,22.6518,15.1012,7.5506,2025-09-08 04:37:29.943493
STOCK2049,69.9432,29.6741,22.354,-7.4386,23.7393,17.8832,-5.9509,20.983,27.9773,20.983,13.9886,6.9943,2025-09-08 04:37:29.943506
STOCK2050,7.3055,19.4375,-3.6139,-0.2626,15.55,-2.8911,-0.2101,2.1916,2.9222,2.1916,1.4611,0.7305,2025-09-08 04:37:29.943521
STOCK2051,94.496,-5.1349,14.8862,-5.9786,-4.1079,11.909,-4.7829,28.3488,37.7984,28.3488,18.8992,9.4496,2025-09-08 04:37:29.943537
STOCK2052,86.6928,22.0429,18.2904,3.3056,17.6343,14.6323,2.6444,26.0078,34.6771,26.0078,17.3386,8.6693,2025-09-08 04:37:29.943551
STOCK2053,66.7787,14.9031,4.6825,-2.6335,11.9224,3.746,-2.1068,20.0336,26.7115,20.0336,13.3557,6.6779,2025-09-08 04:37:29.943564
STOCK2054,41.5597,-7.2282,24.3707,19.9549,-5.7826,19.4966,15.9639,12.4679,16.6239,12.4679,8.3119,4.156,2025-09-08 04:37:29.943577
STOCK2055,61.3966,-9.4027,15.02,-8.7312,-7.5222,12.016,-6.985,18.419,24.5587,18.419,12.2793,6.1397,2025-09-08 04:37:29.943589
STOCK2056,5.3537,4.8698,-6.3908,-2.9653,3.8958,-5.1126,-2.3722,1.6061,2.1415,1.6061,1.0707,0.5354,2025-09-08 04:37:29.943602
STOCK2057,46.8096,14.8708,4.3445,5.4874,11.8967,3.4756,4.3899,14.0429,18.7238,14.0429,9.3619,4.681,2025-09-08 04:37:29.943614
STOCK2058,19.9198,-13.5932,16.6652,5.2256,-10.8745,13.3321,4.1805,5.976,7.9679,5.976,3.984,1.992,2025-09-08 04:37:29.943627
STOCK2059,24.6068,26.9848,22.7139,2.4541,21.5878,18.1712,1.9633,7.3821,9.8427,7.3821,4.9214,2.4607,2025-09-08 04:37:29.943639
STOCK2060,21.8616,-7.4564,24.7699,-1.5725,-5.9651,19.8159,-1.258,6.5585,8.7447,6.5585,4.3723,2.1862,2025-09-08 04:37:29.943651
STOCK2061,96.078,-4.7634,23.1034,3.9645,-3.8107,18.4827,3.1716,28.8234,38.4312,28.8234,19.2156,9.6078,2025-09-08 04:37:29.943663
STOCK2062,31.0145,-8.1962,0.8797,13.0583,-6.5569,0.7037,10.4466,9.3043,12.4058,9.3043,6.2029,3.1014,2025-09-08 04:37:29.943677
STOCK2063,59.6445,3.0366,-9.4226,2.7755,2.4293,-7.5381,2.2204,17.8934,23.8578,17.8934,11.9289,5.9645,2025-09-08 04:37:29.943691
STOCK2064,97.6203,-2.3652,4.6759,-4.0193,-1.8922,3.7407,-3.2155,29.2861,39.0481,29.2861,19.5241,9.762,2025-09-08 04:37:29.943703
STOCK2065,60.0629,18.8081,20.716,-2.8239,15.0465,16.5728,-2.2591,18.0189,24.0252,18.0189,12.0126,6.0063,2025-09-08 04:37:29.943724
STOCK2066,48.9256,17.4852,0.5566,19.2509,13.9881,0.4453,15.4007,14.6777,19.5702,14.6777,9.7851,4.8926,2025-09-08 04:37:29.943738
STOCK2067,34.1653,28.0199,6.9347,4.0861,22.416,5.5477,3.2689,10.2496,13.6661,10.2496,6.8331,3.4165,2025-09-08 04:37:29.943750
STOCK2068,68.8487,26.3775,-4.2235,10.7246,21.102,-3.3788,8.5796,20.6546,27.5395,20.6546,13.7697,6.8849,2025-09-08 04:37:29.943763
STOCK2069,88.385,-18.1627,8.4984,8.5968,-14.5301,6.7987,6.8775,26.5155,35.354,26.5155,17.677,8.8385,2025-09-08 04:37:29.943776
STOCK2070,74.5187,11.408,10.6431,12.7957,9.1264,8.5145,10.2366,22.3556,29.8075,22.3556,14.9037,7.4519,2025-09-08 04:37:29.943789
STOCK2071,71.2672,10.5758,-8.1809,7.2895,8.4607,-6.5447,5.8316,21.3802,28.5069,21.3802,14.2534,7.1267,2025-09-08 04:37:29.943801
STOCK2072,47.4019,7.6763,-10.1744,19.3429,6.1411,-8.1395,15.4743,14.2206,18.9608,14.2206,9.4804,4.7402,2025-09-08 04:37:29.943814
