stock,company_name,market_cap,sector,industry,exchange,dividend_yield,roce,roe,last_updated
STOCK1983,STOCK1983 Company Ltd,244794158599,Technology,Telecom Equipment,BSE,5.36,20.54,39.05,2025-09-08 04:37:22.865778
STOCK1984,STOCK1984 Company Ltd,386379210791,Media,Publishing,NSE,2.34,16.46,13.24,2025-09-08 04:37:22.865778
STOCK1985,STOCK1985 Company Ltd,338509919569,Telecommunications,Cable TV,NSE,2.47,32.15,44.86,2025-09-08 04:37:22.865778
STOCK1986,STOCK1986 Company Ltd,412474715595,Transportation,Aviation,NSE,4.83,23.23,14.65,2025-09-08 04:37:22.865778
STOCK1987,STOCK1987 Company Ltd,331562094741,Industrials,Automotive,BSE,0.73,27.54,16.83,2025-09-08 04:37:22.865778
STOCK1988,STOCK1988 Company Ltd,112500969416,Energy,Petrochemicals,BSE,5.71,26.59,25.03,2025-09-08 04:37:22.865778
STOCK1989,STOCK1989 Company Ltd,29133108175,Consumer Discretionary,Automobiles,NSE,5.54,17.12,20.39,2025-09-08 04:37:22.865778
STOCK1990,STOCK1990 Company Ltd,108892286459,Healthcare,Diagnostics,NSE,3.68,13.32,36.17,2025-09-08 04:37:22.865778
STOCK1991,STOCK1991 Company Ltd,439797872805,Agriculture,Pesticides,NSE,3.22,25.15,19.32,2025-09-08 04:37:22.865778
STOCK1992,STOCK1992 Company Ltd,152747319336,Technology,IT Services,NSE,2.97,36.61,43.45,2025-09-08 04:37:22.865778
STOCK1993,STOCK1993 Company Ltd,21608456551,Technology,Hardware,NSE,4.14,28.8,22.66,2025-09-08 04:37:22.865778
STOCK1994,STOCK1994 Company Ltd,186709934264,Transportation,Railways,BSE,1.35,6.98,4.57,2025-09-08 04:37:22.865778
STOCK1995,STOCK1995 Company Ltd,171231077808,Consumer Discretionary,Real Estate,BSE,3.53,24.0,6.41,2025-09-08 04:37:22.865778
STOCK1996,STOCK1996 Company Ltd,412252402671,Consumer Goods,FMCG,BSE,5.04,30.65,19.36,2025-09-08 04:37:22.865778
STOCK1997,STOCK1997 Company Ltd,291038912429,Financial Services,Insurance,NSE,3.97,30.7,14.19,2025-09-08 04:37:22.865778
STOCK1998,STOCK1998 Company Ltd,481985811773,Consumer Discretionary,Real Estate,NSE,0.8,6.35,36.77,2025-09-08 04:37:22.865778
STOCK1999,STOCK1999 Company Ltd,426064000940,Telecommunications,Cable TV,NSE,0.46,10.36,15.05,2025-09-08 04:37:22.865778
STOCK2000,STOCK2000 Company Ltd,109788562405,Real Estate,Real Estate Investment,NSE,3.09,48.69,39.86,2025-09-08 04:37:22.865778
STOCK2001,STOCK2001 Company Ltd,471558806636,Telecommunications,Cable TV,NSE,5.47,42.97,17.65,2025-09-08 04:37:22.865778
STOCK2002,STOCK2002 Company Ltd,310109348274,Media,Digital Media,NSE,0.44,41.73,38.53,2025-09-08 04:37:22.865778
STOCK2003,STOCK2003 Company Ltd,99323051552,Real Estate,Real Estate Development,BSE,0.51,17.36,15.48,2025-09-08 04:37:22.865778
STOCK2004,STOCK2004 Company Ltd,471803129481,Consumer Goods,Apparel,NSE,4.74,23.76,21.16,2025-09-08 04:37:22.865778
STOCK2005,STOCK2005 Company Ltd,33027898702,Industrials,Aerospace,BSE,4.52,13.85,40.15,2025-09-08 04:37:22.865778
STOCK2006,STOCK2006 Company Ltd,461540087759,Financial Services,NBFC,NSE,0.13,34.29,10.56,2025-09-08 04:37:22.865778
STOCK2007,STOCK2007 Company Ltd,358629495784,Utilities,Water,NSE,3.43,48.68,25.63,2025-09-08 04:37:22.865778
STOCK2008,STOCK2008 Company Ltd,188456000375,Healthcare,Diagnostics,BSE,5.68,39.59,25.02,2025-09-08 04:37:22.865778
STOCK2009,STOCK2009 Company Ltd,333637456813,Agriculture,Seeds,NSE,4.62,28.52,21.89,2025-09-08 04:37:22.865778
STOCK2010,STOCK2010 Company Ltd,85392030286,Consumer Discretionary,Real Estate,BSE,3.51,18.12,9.06,2025-09-08 04:37:22.865778
STOCK2011,STOCK2011 Company Ltd,476679801513,Healthcare,Diagnostics,BSE,1.74,19.34,5.81,2025-09-08 04:37:22.865778
STOCK2012,STOCK2012 Company Ltd,400877511457,Financial Services,NBFC,BSE,3.13,43.83,33.49,2025-09-08 04:37:22.865778
STOCK2013,STOCK2013 Company Ltd,19037366418,Media,Digital Media,BSE,4.35,5.85,30.21,2025-09-08 04:37:22.865778
STOCK2014,STOCK2014 Company Ltd,296527697037,Financial Services,Broking,NSE,5.04,15.67,6.2,2025-09-08 04:37:22.865778
STOCK2015,STOCK2015 Company Ltd,441282082320,Telecommunications,Cable TV,NSE,1.62,20.75,7.94,2025-09-08 04:37:22.865778
STOCK2016,STOCK2016 Company Ltd,237213637962,Consumer Discretionary,Retail,NSE,3.2,49.5,26.03,2025-09-08 04:37:22.865778
STOCK2017,STOCK2017 Company Ltd,408249496542,Industrials,Machinery,NSE,1.95,49.91,11.59,2025-09-08 04:37:22.865778
STOCK2018,STOCK2018 Company Ltd,413321578120,Media,Publishing,NSE,0.03,26.99,17.26,2025-09-08 04:37:22.865778
STOCK2019,STOCK2019 Company Ltd,402824478771,Materials,Chemicals,NSE,4.11,31.56,8.27,2025-09-08 04:37:22.865778
STOCK2020,STOCK2020 Company Ltd,168505090448,Utilities,Power Generation,NSE,2.83,41.55,4.57,2025-09-08 04:37:22.865778
STOCK2021,STOCK2021 Company Ltd,448169572626,Healthcare,Hospitals,BSE,0.25,35.53,25.36,2025-09-08 04:37:22.865778
STOCK2022,STOCK2022 Company Ltd,172327788101,Energy,Renewable Energy,NSE,4.47,35.01,31.04,2025-09-08 04:37:22.865778
STOCK2023,STOCK2023 Company Ltd,451753156561,Media,Broadcasting,BSE,2.59,15.62,27.34,2025-09-08 04:37:22.865778
STOCK2024,STOCK2024 Company Ltd,154483977275,Consumer Goods,FMCG,BSE,5.0,38.87,27.13,2025-09-08 04:37:22.865778
STOCK2025,STOCK2025 Company Ltd,135514867499,Real Estate,Construction Materials,NSE,2.45,48.5,4.99,2025-09-08 04:37:22.865778
STOCK2026,STOCK2026 Company Ltd,107513846173,Materials,Mining,NSE,3.32,46.79,8.49,2025-09-08 04:37:22.865778
STOCK2027,STOCK2027 Company Ltd,424570896772,Transportation,Logistics,NSE,2.34,29.48,24.73,2025-09-08 04:37:22.865778
STOCK2028,STOCK2028 Company Ltd,159159690205,Materials,Paints,BSE,2.92,29.62,40.29,2025-09-08 04:37:22.865778
STOCK2029,STOCK2029 Company Ltd,186767275414,Healthcare,Pharmaceuticals,BSE,0.86,29.06,20.96,2025-09-08 04:37:22.865778
STOCK2030,STOCK2030 Company Ltd,54595626878,Technology,Telecom Equipment,BSE,0.7,47.32,23.79,2025-09-08 04:37:22.865778
STOCK2031,STOCK2031 Company Ltd,322207004928,Real Estate,Construction Materials,NSE,3.19,23.49,15.48,2025-09-08 04:37:22.865778
STOCK2032,STOCK2032 Company Ltd,34138327633,Real Estate,Real Estate Development,NSE,5.33,28.35,14.69,2025-09-08 04:37:22.865778
STOCK2033,STOCK2033 Company Ltd,121082392158,Utilities,Power Distribution,BSE,4.09,42.88,27.25,2025-09-08 04:37:22.865778
STOCK2034,STOCK2034 Company Ltd,377936168085,Consumer Discretionary,Automobiles,NSE,0.03,15.82,18.14,2025-09-08 04:37:22.865778
STOCK2035,STOCK2035 Company Ltd,105197720440,Real Estate,Real Estate Investment,BSE,0.39,21.92,7.65,2025-09-08 04:37:22.865778
STOCK2036,STOCK2036 Company Ltd,145896524311,Technology,Hardware,BSE,2.65,46.31,30.81,2025-09-08 04:37:22.865778
STOCK2037,STOCK2037 Company Ltd,255175314920,Media,Broadcasting,BSE,4.6,43.82,4.93,2025-09-08 04:37:22.865778
STOCK2038,STOCK2038 Company Ltd,338808427787,Utilities,Power Distribution,NSE,1.44,18.07,3.35,2025-09-08 04:37:22.865778
STOCK2039,STOCK2039 Company Ltd,148301750820,Technology,Hardware,BSE,4.54,34.82,29.41,2025-09-08 04:37:22.865778
STOCK2040,STOCK2040 Company Ltd,364277068193,Industrials,Automotive,BSE,5.04,17.37,38.82,2025-09-08 04:37:22.865778
STOCK2041,STOCK2041 Company Ltd,108208336540,Technology,Software,BSE,2.83,17.41,35.64,2025-09-08 04:37:22.865778
STOCK2042,STOCK2042 Company Ltd,321726931240,Energy,Petrochemicals,NSE,1.43,47.84,15.59,2025-09-08 04:37:22.865778
STOCK2043,STOCK2043 Company Ltd,396716667529,Agriculture,Seeds,NSE,1.18,20.55,39.45,2025-09-08 04:37:22.865778
STOCK2044,STOCK2044 Company Ltd,412886963408,Financial Services,Broking,NSE,3.12,33.52,20.12,2025-09-08 04:37:22.865778
STOCK2045,STOCK2045 Company Ltd,97280410577,Real Estate,Real Estate Development,NSE,1.89,8.9,8.45,2025-09-08 04:37:22.865778
STOCK2046,STOCK2046 Company Ltd,268414013727,Transportation,Railways,NSE,0.22,20.56,21.2,2025-09-08 04:37:22.865778
STOCK2047,STOCK2047 Company Ltd,186528384531,Media,Publishing,NSE,1.5,45.14,42.81,2025-09-08 04:37:22.865778
STOCK2048,STOCK2048 Company Ltd,10917038204,Utilities,Water,BSE,4.11,33.22,24.12,2025-09-08 04:37:22.865778
STOCK2049,STOCK2049 Company Ltd,188939947709,Healthcare,Pharmaceuticals,NSE,2.99,24.18,41.43,2025-09-08 04:37:22.865778
STOCK2050,STOCK2050 Company Ltd,293333048506,Utilities,Water,NSE,1.92,19.56,37.08,2025-09-08 04:37:22.865778
STOCK2051,STOCK2051 Company Ltd,435049214914,Energy,Renewable Energy,BSE,3.0,11.09,21.37,2025-09-08 04:37:22.865778
STOCK2052,STOCK2052 Company Ltd,195431757087,Media,Broadcasting,BSE,3.57,29.47,16.97,2025-09-08 04:37:22.865778
STOCK2053,STOCK2053 Company Ltd,403367608302,Consumer Discretionary,Automobiles,BSE,3.97,22.87,14.08,2025-09-08 04:37:22.865778
STOCK2054,STOCK2054 Company Ltd,134980281342,Transportation,Logistics,BSE,1.32,41.29,10.29,2025-09-08 04:37:22.865778
STOCK2055,STOCK2055 Company Ltd,193495315711,Energy,Petrochemicals,BSE,3.79,16.7,19.27,2025-09-08 04:37:22.865778
STOCK2056,STOCK2056 Company Ltd,467144124384,Real Estate,Real Estate Investment,NSE,0.82,18.08,15.5,2025-09-08 04:37:22.865778
STOCK2057,STOCK2057 Company Ltd,314028444099,Consumer Discretionary,Automobiles,BSE,2.31,15.76,44.75,2025-09-08 04:37:22.865778
STOCK2058,STOCK2058 Company Ltd,322943639690,Industrials,Aerospace,NSE,4.73,12.29,36.63,2025-09-08 04:37:22.865778
STOCK2059,STOCK2059 Company Ltd,204546861997,Energy,Oil & Gas,NSE,4.53,17.92,4.14,2025-09-08 04:37:22.865778
STOCK2060,STOCK2060 Company Ltd,284850816693,Real Estate,Construction Materials,BSE,1.83,12.89,39.36,2025-09-08 04:37:22.865778
STOCK2061,STOCK2061 Company Ltd,451151912473,Technology,Telecom Equipment,NSE,4.77,11.81,12.1,2025-09-08 04:37:22.865778
STOCK2062,STOCK2062 Company Ltd,94597002984,Materials,Paints,NSE,0.77,8.49,35.37,2025-09-08 04:37:22.865778
STOCK2063,STOCK2063 Company Ltd,435016415355,Energy,Coal,BSE,5.95,21.16,26.62,2025-09-08 04:37:22.865778
STOCK2064,STOCK2064 Company Ltd,136000488069,Utilities,Water,BSE,1.13,22.33,23.89,2025-09-08 04:37:22.865778
STOCK2065,STOCK2065 Company Ltd,327048387055,Healthcare,Diagnostics,BSE,5.49,9.66,31.4,2025-09-08 04:37:22.865778
STOCK2066,STOCK2066 Company Ltd,224299048053,Agriculture,Food Processing,NSE,1.87,5.88,20.37,2025-09-08 04:37:22.865778
STOCK2067,STOCK2067 Company Ltd,83006402361,Financial Services,Insurance,NSE,2.08,17.81,4.31,2025-09-08 04:37:22.865778
STOCK2068,STOCK2068 Company Ltd,391414290084,Consumer Discretionary,Jewelry,BSE,2.2,10.03,26.41,2025-09-08 04:37:22.865778
STOCK2069,STOCK2069 Company Ltd,238643830988,Media,Publishing,BSE,1.18,7.7,11.44,2025-09-08 04:37:22.865778
STOCK2070,STOCK2070 Company Ltd,49510269122,Industrials,Engineering,NSE,4.29,14.74,19.79,2025-09-08 04:37:22.865778
STOCK2071,STOCK2071 Company Ltd,481820578102,Agriculture,Fertilizers,BSE,0.85,33.19,23.65,2025-09-08 04:37:22.865778
STOCK2072,STOCK2072 Company Ltd,284055199527,Consumer Goods,Personal Care,NSE,2.58,23.59,19.35,2025-09-08 04:37:22.865778
STOCK2073,STOCK2073 Company Ltd,471523184651,Energy,Coal,BSE,1.02,39.24,14.0,2025-09-08 04:37:22.865778
STOCK2074,STOCK2074 Company Ltd,304591185456,Financial Services,Banking,NSE,2.26,37.62,31.29,2025-09-08 04:37:22.865778
STOCK2075,STOCK2075 Company Ltd,381127713545,Energy,Power,NSE,5.53,44.85,40.69,2025-09-08 04:37:22.865778
STOCK2076,STOCK2076 Company Ltd,365160245592,Media,Broadcasting,BSE,5.4,41.17,31.47,2025-09-08 04:37:22.865778
STOCK2077,STOCK2077 Company Ltd,396098057386,Financial Services,Asset Management,NSE,5.11,7.02,5.45,2025-09-08 04:37:22.865778
STOCK2078,STOCK2078 Company Ltd,326116014122,Real Estate,Real Estate Investment,NSE,1.56,16.95,40.58,2025-09-08 04:37:22.865778
STOCK2079,STOCK2079 Company Ltd,458131524991,Agriculture,Fertilizers,BSE,1.9,13.12,28.44,2025-09-08 04:37:22.865778
STOCK2080,STOCK2080 Company Ltd,492864438944,Utilities,Water,BSE,5.78,46.86,38.79,2025-09-08 04:37:22.865778
STOCK2081,STOCK2081 Company Ltd,320968428144,Real Estate,Construction Materials,NSE,0.44,29.96,9.88,2025-09-08 04:37:22.865778
STOCK2082,STOCK2082 Company Ltd,398431234571,Real Estate,Real Estate Development,NSE,0.11,35.39,27.8,2025-09-08 04:37:22.865778
STOCK2083,STOCK2083 Company Ltd,203324923103,Industrials,Automotive,BSE,1.07,29.79,7.07,2025-09-08 04:37:22.865778
STOCK2084,STOCK2084 Company Ltd,64058227604,Media,Advertising,NSE,4.46,41.47,42.43,2025-09-08 04:37:22.865778
STOCK2085,STOCK2085 Company Ltd,218546447000,Technology,Telecom Equipment,BSE,3.35,25.19,32.22,2025-09-08 04:37:22.865778
STOCK2086,STOCK2086 Company Ltd,328492582369,Industrials,Automotive,NSE,5.24,21.03,15.3,2025-09-08 04:37:22.865778
STOCK2087,STOCK2087 Company Ltd,81907187783,Real Estate,Real Estate Investment,BSE,3.42,34.92,30.64,2025-09-08 04:37:22.865778
STOCK2088,STOCK2088 Company Ltd,43937006407,Industrials,Automotive,BSE,2.7,6.65,31.59,2025-09-08 04:37:22.865778
STOCK2089,STOCK2089 Company Ltd,175463222133,Telecommunications,Cable TV,NSE,2.59,38.78,40.64,2025-09-08 04:37:22.865778
STOCK2090,STOCK2090 Company Ltd,157005759501,Technology,Telecom Equipment,NSE,5.48,30.78,42.68,2025-09-08 04:37:22.865778
STOCK2091,STOCK2091 Company Ltd,300910772563,Telecommunications,Telecom Services,BSE,5.04,28.62,26.57,2025-09-08 04:37:22.865778
STOCK2092,STOCK2092 Company Ltd,463474789937,Real Estate,Construction Materials,NSE,2.82,33.68,21.81,2025-09-08 04:37:22.865778
STOCK2093,STOCK2093 Company Ltd,202671313161,Agriculture,Pesticides,NSE,4.63,26.65,35.72,2025-09-08 04:37:22.865778
STOCK2094,STOCK2094 Company Ltd,359850048778,Media,Broadcasting,NSE,1.31,18.95,42.56,2025-09-08 04:37:22.865778
STOCK2095,STOCK2095 Company Ltd,439069304768,Telecommunications,Telecom Services,NSE,1.36,49.95,4.08,2025-09-08 04:37:22.865778
STOCK2096,STOCK2096 Company Ltd,189117950804,Technology,Software,NSE,0.96,44.49,4.42,2025-09-08 04:37:22.865778
STOCK2097,STOCK2097 Company Ltd,238606264166,Technology,Telecom Equipment,BSE,0.95,17.86,28.56,2025-09-08 04:37:22.865778
STOCK2098,STOCK2098 Company Ltd,356830177433,Utilities,Gas Distribution,NSE,1.75,5.26,6.56,2025-09-08 04:37:22.865778
STOCK2099,STOCK2099 Company Ltd,491781427725,Agriculture,Food Processing,NSE,1.75,12.62,24.24,2025-09-08 04:37:22.865778
STOCK2100,STOCK2100 Company Ltd,233193448837,Media,Digital Media,BSE,5.07,35.89,4.29,2025-09-08 04:37:22.865778
STOCK2101,STOCK2101 Company Ltd,280798173676,Real Estate,Construction Materials,NSE,1.97,19.13,39.04,2025-09-08 04:37:22.865778
STOCK2102,STOCK2102 Company Ltd,203055578482,Agriculture,Pesticides,NSE,2.01,46.46,26.68,2025-09-08 04:37:22.865778
STOCK2103,STOCK2103 Company Ltd,120916563168,Consumer Discretionary,Automobiles,BSE,1.49,26.6,30.35,2025-09-08 04:37:22.865778
STOCK2104,STOCK2104 Company Ltd,453030649645,Media,Broadcasting,NSE,1.95,37.73,25.52,2025-09-08 04:37:22.865778
STOCK2105,STOCK2105 Company Ltd,431653081677,Telecommunications,Internet Services,BSE,5.59,41.95,34.75,2025-09-08 04:37:22.865778
STOCK2106,STOCK2106 Company Ltd,206078055856,Agriculture,Seeds,BSE,1.65,49.53,5.72,2025-09-08 04:37:22.865778
STOCK2107,STOCK2107 Company Ltd,375847985652,Technology,IT Services,NSE,3.77,25.25,9.51,2025-09-08 04:37:22.865778
STOCK2108,STOCK2108 Company Ltd,308128187830,Telecommunications,Telecom Services,NSE,4.9,6.82,40.64,2025-09-08 04:37:22.865778
STOCK2109,STOCK2109 Company Ltd,335291152846,Agriculture,Fertilizers,BSE,2.74,49.96,10.15,2025-09-08 04:37:22.865778
STOCK2110,STOCK2110 Company Ltd,94679227289,Technology,Software,BSE,4.46,7.04,36.14,2025-09-08 04:37:22.865778
STOCK2111,STOCK2111 Company Ltd,294522361369,Financial Services,Asset Management,BSE,0.94,25.7,21.64,2025-09-08 04:37:22.865778
STOCK2112,STOCK2112 Company Ltd,270863206207,Healthcare,Diagnostics,NSE,0.72,49.11,18.57,2025-09-08 04:37:22.865778
STOCK2113,STOCK2113 Company Ltd,123339073857,Consumer Goods,Footwear,NSE,1.47,15.6,20.96,2025-09-08 04:37:22.865778
STOCK2114,STOCK2114 Company Ltd,76917385055,Media,Digital Media,NSE,4.72,38.8,3.01,2025-09-08 04:37:22.865778
STOCK2115,STOCK2115 Company Ltd,29796556043,Consumer Discretionary,Jewelry,BSE,5.64,20.48,41.83,2025-09-08 04:37:22.865778
STOCK2116,STOCK2116 Company Ltd,485141683805,Agriculture,Pesticides,BSE,1.28,40.08,36.11,2025-09-08 04:37:22.865778
STOCK2117,STOCK2117 Company Ltd,292779757572,Telecommunications,Telecom Services,NSE,0.58,12.72,19.5,2025-09-08 04:37:22.865778
STOCK2118,STOCK2118 Company Ltd,229121417219,Consumer Goods,Personal Care,NSE,3.08,6.59,8.8,2025-09-08 04:37:22.865778
STOCK2119,STOCK2119 Company Ltd,111044500424,Consumer Goods,FMCG,NSE,4.45,48.48,32.1,2025-09-08 04:37:22.865778
STOCK2120,STOCK2120 Company Ltd,365795382466,Technology,Semiconductors,BSE,5.63,45.9,23.7,2025-09-08 04:37:22.865778
STOCK2121,STOCK2121 Company Ltd,184227643457,Real Estate,Real Estate Development,NSE,1.48,32.5,43.9,2025-09-08 04:37:22.865778
STOCK2122,STOCK2122 Company Ltd,117848426998,Utilities,Water,NSE,3.09,5.55,35.47,2025-09-08 04:37:22.865778
STOCK2123,STOCK2123 Company Ltd,474490337860,Healthcare,Biotechnology,BSE,3.23,24.79,31.84,2025-09-08 04:37:22.865778
STOCK2124,STOCK2124 Company Ltd,142426833829,Industrials,Construction,NSE,0.68,31.87,12.6,2025-09-08 04:37:22.865778
STOCK2125,STOCK2125 Company Ltd,356015976145,Technology,Telecom Equipment,NSE,3.55,48.35,35.99,2025-09-08 04:37:22.865778
STOCK2126,STOCK2126 Company Ltd,343999998653,Telecommunications,Cable TV,NSE,4.25,22.5,25.24,2025-09-08 04:37:22.865778
STOCK2127,STOCK2127 Company Ltd,401032278239,Transportation,Logistics,NSE,3.04,17.26,32.46,2025-09-08 04:37:22.865778
STOCK2128,STOCK2128 Company Ltd,210719354791,Transportation,Logistics,NSE,5.78,42.82,41.51,2025-09-08 04:37:22.865778
STOCK2129,STOCK2129 Company Ltd,444827550341,Agriculture,Pesticides,NSE,2.24,14.02,10.5,2025-09-08 04:37:22.865778
STOCK2130,STOCK2130 Company Ltd,124294150356,Consumer Goods,Apparel,BSE,2.42,25.53,31.12,2025-09-08 04:37:22.865778
STOCK2131,STOCK2131 Company Ltd,243289187789,Media,Advertising,NSE,5.94,18.12,9.59,2025-09-08 04:37:22.865778
STOCK2132,STOCK2132 Company Ltd,184619716509,Industrials,Engineering,BSE,3.16,22.46,18.92,2025-09-08 04:37:22.865778
STOCK2133,STOCK2133 Company Ltd,406435049421,Consumer Goods,Personal Care,BSE,5.08,30.23,40.3,2025-09-08 04:37:22.865778
STOCK2134,STOCK2134 Company Ltd,36704649768,Financial Services,Insurance,BSE,3.53,42.72,7.71,2025-09-08 04:37:22.865778
STOCK2135,STOCK2135 Company Ltd,237894017759,Utilities,Power Distribution,BSE,0.49,10.04,3.06,2025-09-08 04:37:22.865778
STOCK2136,STOCK2136 Company Ltd,472821672515,Telecommunications,Telecom Services,NSE,0.11,20.13,41.55,2025-09-08 04:37:22.865778
STOCK2137,STOCK2137 Company Ltd,430196695964,Transportation,Shipping,BSE,0.11,36.11,26.84,2025-09-08 04:37:22.865778
STOCK2138,STOCK2138 Company Ltd,290163503435,Transportation,Shipping,NSE,2.45,25.19,4.22,2025-09-08 04:37:22.865778
STOCK2139,STOCK2139 Company Ltd,7116225055,Agriculture,Seeds,BSE,1.25,13.03,19.53,2025-09-08 04:37:22.865778
STOCK2140,STOCK2140 Company Ltd,360610957352,Technology,Hardware,BSE,2.55,28.74,12.53,2025-09-08 04:37:22.865778
STOCK2141,STOCK2141 Company Ltd,392604947361,Media,Advertising,NSE,4.18,10.85,11.28,2025-09-08 04:37:22.865778
STOCK2142,STOCK2142 Company Ltd,187273872939,Technology,Software,BSE,0.44,34.29,18.74,2025-09-08 04:37:22.865778
STOCK2143,STOCK2143 Company Ltd,365790288807,Financial Services,NBFC,BSE,2.14,5.42,10.24,2025-09-08 04:37:22.865778
STOCK2144,STOCK2144 Company Ltd,103496160691,Technology,IT Services,BSE,0.48,11.04,8.09,2025-09-08 04:37:22.865778
STOCK2145,STOCK2145 Company Ltd,202680089948,Transportation,Aviation,NSE,2.78,8.68,22.15,2025-09-08 04:37:22.865778
STOCK2146,STOCK2146 Company Ltd,165345990119,Transportation,Aviation,BSE,4.2,31.92,36.42,2025-09-08 04:37:22.865778
STOCK2147,STOCK2147 Company Ltd,44242346071,Consumer Goods,Footwear,BSE,0.73,26.99,3.84,2025-09-08 04:37:22.865778
STOCK2148,STOCK2148 Company Ltd,153483326120,Real Estate,Real Estate Development,NSE,4.15,18.7,21.43,2025-09-08 04:37:22.865778
STOCK2149,STOCK2149 Company Ltd,117192768514,Utilities,Water,NSE,4.97,12.35,32.28,2025-09-08 04:37:22.865778
STOCK2150,STOCK2150 Company Ltd,83564506369,Real Estate,Real Estate Development,BSE,2.87,29.19,31.9,2025-09-08 04:37:22.865778
STOCK2151,STOCK2151 Company Ltd,244073341725,Materials,Paints,NSE,5.3,27.75,31.52,2025-09-08 04:37:22.865778
STOCK2152,STOCK2152 Company Ltd,8369113458,Media,Digital Media,BSE,1.27,43.66,9.55,2025-09-08 04:37:22.865778
STOCK2153,STOCK2153 Company Ltd,137428336231,Consumer Discretionary,Jewelry,BSE,2.09,25.74,5.61,2025-09-08 04:37:22.865778
STOCK2154,STOCK2154 Company Ltd,292624672621,Real Estate,Construction Materials,NSE,3.41,47.4,42.47,2025-09-08 04:37:22.865778
STOCK2155,STOCK2155 Company Ltd,4736014559,Materials,Cement,NSE,3.8,21.13,10.15,2025-09-08 04:37:22.865778
STOCK2156,STOCK2156 Company Ltd,439279446696,Energy,Power,NSE,0.52,33.05,32.36,2025-09-08 04:37:22.865778
STOCK2157,STOCK2157 Company Ltd,304668611293,Consumer Discretionary,Jewelry,NSE,4.7,17.2,30.49,2025-09-08 04:37:22.865778
STOCK2158,STOCK2158 Company Ltd,25900847742,Materials,Paints,NSE,4.65,7.63,6.17,2025-09-08 04:37:22.865778
STOCK2159,STOCK2159 Company Ltd,94119255795,Real Estate,Construction Materials,NSE,1.51,12.47,40.87,2025-09-08 04:37:22.865778
STOCK2160,STOCK2160 Company Ltd,199466269174,Materials,Cement,NSE,4.39,8.13,21.02,2025-09-08 04:37:22.865778
STOCK2161,STOCK2161 Company Ltd,380321876713,Financial Services,Banking,BSE,3.77,9.56,34.47,2025-09-08 04:37:22.865778
STOCK2162,STOCK2162 Company Ltd,195270478308,Energy,Coal,BSE,5.93,38.0,38.38,2025-09-08 04:37:22.865778
STOCK2163,STOCK2163 Company Ltd,232417061777,Real Estate,Real Estate Development,NSE,4.26,14.12,38.1,2025-09-08 04:37:22.865778
STOCK2164,STOCK2164 Company Ltd,170731653379,Materials,Paints,BSE,1.06,23.52,35.42,2025-09-08 04:37:22.865778
STOCK2165,STOCK2165 Company Ltd,108490395486,Utilities,Gas Distribution,BSE,1.02,29.35,14.36,2025-09-08 04:37:22.865778
STOCK2166,STOCK2166 Company Ltd,427913444606,Consumer Goods,Footwear,NSE,4.08,35.22,23.26,2025-09-08 04:37:22.865778
STOCK2167,STOCK2167 Company Ltd,405395219974,Materials,Chemicals,NSE,5.12,39.7,42.05,2025-09-08 04:37:22.865778
STOCK2168,STOCK2168 Company Ltd,306719136330,Consumer Goods,Apparel,BSE,0.55,20.79,18.33,2025-09-08 04:37:22.865778
STOCK2169,STOCK2169 Company Ltd,170372025930,Healthcare,Hospitals,BSE,4.16,12.71,11.88,2025-09-08 04:37:22.865778
STOCK2170,STOCK2170 Company Ltd,115337480821,Utilities,Gas Distribution,BSE,2.42,48.7,24.58,2025-09-08 04:37:22.865778
STOCK2171,STOCK2171 Company Ltd,28913956979,Financial Services,NBFC,NSE,0.53,36.51,26.25,2025-09-08 04:37:22.865778
STOCK2172,STOCK2172 Company Ltd,165514956600,Technology,Telecom Equipment,NSE,3.36,48.89,39.24,2025-09-08 04:37:22.865778
STOCK2173,STOCK2173 Company Ltd,331953082431,Technology,Semiconductors,BSE,1.84,26.65,44.75,2025-09-08 04:37:22.865778
STOCK2174,STOCK2174 Company Ltd,371937586632,Consumer Discretionary,Real Estate,BSE,3.93,18.2,31.95,2025-09-08 04:37:22.865778
STOCK2175,STOCK2175 Company Ltd,276359143736,Materials,Paints,BSE,5.99,37.3,33.47,2025-09-08 04:37:22.865778
STOCK2176,STOCK2176 Company Ltd,376495887473,Technology,Hardware,BSE,3.49,39.6,38.79,2025-09-08 04:37:22.865778
STOCK2177,STOCK2177 Company Ltd,384789296086,Consumer Goods,Apparel,NSE,0.44,31.95,28.14,2025-09-08 04:37:22.865778
STOCK2178,STOCK2178 Company Ltd,150127618987,Healthcare,Medical Devices,NSE,2.39,25.29,5.01,2025-09-08 04:37:22.865778
STOCK2179,STOCK2179 Company Ltd,143869719117,Telecommunications,Telecom Services,NSE,1.09,47.98,37.08,2025-09-08 04:37:22.865778
STOCK2180,STOCK2180 Company Ltd,388354547753,Media,Publishing,NSE,2.29,43.26,22.06,2025-09-08 04:37:22.865778
STOCK2181,STOCK2181 Company Ltd,244339608810,Utilities,Gas Distribution,BSE,2.85,14.5,13.17,2025-09-08 04:37:22.865778
STOCK2182,STOCK2182 Company Ltd,365138623486,Consumer Goods,Footwear,NSE,3.21,22.32,22.91,2025-09-08 04:37:22.865778
